Name,Price,Make,Model,Trim,Trim Level,Year,Mileage,Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,EURO NCAP Safety Rating,Warranty,Battery Capacity,Horsepower,Machinery Type,Battery Range (up to)
Dacia Duster 2016,"€11,500",Dacia,Duster,SIGNATURE,Medium Trim,2016,"125,000 km",Diesel,Manual,SUV,1.5 litre,110hp,11.8 sec,5,4,Grey,Ireland,1,200,May 2024,3/5,,,,,
Opel Movano LWB Low KMS,"€14,950",Opel,Movano,---,---,2017,"139,000 km",Diesel,Manual,MPV,2.3 litre,---,---,---,5,White,Ireland,---,---,---,---,Available,,,,
2011 Audi A7 3.0 TDI Automatic,"€12,900",Audi,A7,---,Base Trim,2011,"185,000 mi",Diesel,Automatic,Hatchback,3.0 litre,204hp,7.4 sec,5,5,Grey,Ireland,---,280,Aug 2022,---,3 Month,,,,
SEAT Ibiza 1.0 MPI S 75 BHP ( 181 REG ),"€13,850",SEAT,Ibiza,---,---,2018,"74,685 km",Petrol,Manual,Hatchback,1.0 litre,---,---,---,5,Gold,UK,1,---,---,---,Available,,,,
Audi A4 1.4 Tfsi SE 150 BHP ( 162 REG ),"€19,700",Audi,A4,---,---,2016,"164,578 km",Petrol,Manual,Saloon,1.4 litre,---,---,---,4,Black,Other,1,---,---,---,Available,,,,
Ford Focus 1.5 Tdci Zetec Edition 120BHP ( 181 RE,"€16,600",Ford,Focus,---,---,2018,"157,348 km",Diesel,Manual,Hatchback,1.5 litre,---,---,---,5,Grey,UK,1,---,---,---,Available,,,,
Volkswagen Passat 2.0 TDI SE Busines 150BHP ( 171,"€18,850",Volkswagen,Passat,---,---,2017,"188,125 km",Diesel,Manual,Saloon,2.0 litre,---,---,---,4,Grey,UK,1,---,---,---,Available,,,,
2013 toyota passo 1.0 auto low mileage,"€5,950",Toyota,Passo,SXI,Base Trim,2013,"90,000 km",Petrol,Automatic,Hatchback,1.0 litre,87hp,---,5,5,Silver,Ireland,1,180,Sep 2024,---,3 Month,,,,
Mercedes-Benz E-Class 200 D SE Auto 150BHP ( 172,"€31,900",Mercedes-Benz,E-Class,---,---,2017,"160,768 km",Diesel,Automatic,Saloon,2.0 litre,---,---,---,4,Black,Other,1,---,---,---,Available,,,,
Skoda Octavia 1.6 TDI SE 115BHP ( 182 REG ),"€16,900",Skoda,Octavia,---,---,2018,"187,651 km",Diesel,Manual,Hatchback,1.6 litre,---,---,---,5,Grey,Other,2,---,---,---,Available,,,,
Skoda Superb Finance Available New NCT Jun-24 7-s,"€15,949",Skoda,Superb,Style,Medium Trim,2016,"201,502 km",Diesel,Automatic,Estate,1.6 litre,120hp,11.0 sec,5,5,Silver,Ireland,1,180,Jun 2024,---,2 Year,,,,
Mercedes-Benz A-Class A 180 d Sport Auto,"€26,950",Mercedes-Benz,A-Class,URBAN,Medium Trim,2018,"80,450 km",Diesel,Automatic,Hatchback,1.5 litre,109hp,11.3 sec,5,5,Silver,Ireland,1,190,---,5/5,Available,,,,
Skoda Octavia 1.6 TDI SE Tech 110BHP Estate ( 171,"€16,800",Skoda,Octavia,---,---,2017,"174,882 km",Diesel,Manual,Estate,1.6 litre,---,---,---,5,Black,Other,1,---,---,---,Available,,,,
Mercedes-Benz A-Class 1.5 D Sport Executive ( 162,"€18,600",Mercedes-Benz,A-Class,---,---,2016,"200,883 km",Diesel,Manual,Hatchback,1.5 litre,---,---,---,5,Grey,Other,1,---,---,---,Available,,,,
Audi A4 2.0 TDI SE Ultra Estate 150 BHP ( 181 REG,"€24,600",Audi,A4,---,---,2018,"195,454 km",Diesel,Manual,Estate,2.0 litre,---,---,---,5,Black,Other,1,---,---,---,Available,,,,
Audi A3 1.6 TDI SE 3DR ( 172 REG ),"€16,950",Audi,A3,---,---,2017,"118,026 km",Diesel,Manual,Hatchback,1.6 litre,---,---,---,3,Black,Other,1,---,Dec 0002,---,Available,,,,
SEAT Ibiza 1.0 MPI SE 75bhp ( 181 REG ),"€14,850",SEAT,Ibiza,---,---,2018,"148,944 km",Petrol,Manual,Hatchback,1.0 litre,---,---,---,5,Black,UK,1,---,---,---,Available,,,,
Audi A3 1.6 TDI SE Technik Ultra 110BHP ( 161 REG,"€15,750",Audi,A3,---,---,2016,"164,864 km",Diesel,Manual,Hatchback,1.6 litre,---,---,---,5,Black,UK,1,---,---,---,Available,,,,
SEAT Ibiza S 5D 1.2 TDI CR REF S.E 5DR Black,"€5,995",SEAT,Ibiza,REFERENCE,Medium Trim,2011,"250,290 km",Diesel,Manual,MPV,1.2 litre,75hp,13.9 sec,5,5,Black,Ireland,1,190,May 2023,---,3 Month,,,,
Audi A6 2.0 TDI SE Ultra 187BHP 4DR Auto ( 172 RE,"€26,800",Audi,A6,---,---,2017,"159,529 km",Diesel,Automatic,Saloon,2.0 litre,---,---,---,4,Black,Other,1,---,---,---,Available,,,,
Audi A4 2.0 TDI S-line 35 Black EDT 160 BHP ( 211,"€46,750",Audi,A4,---,---,2021,"27,227 km",Diesel,Automatic,Saloon,2.0 litre,---,---,---,4,Black,Other,1,---,---,---,Available,,,,
"2016 Volvo V40, High Spec, Only 81kms! Nct 2/24,","€15,950",Volvo,V40,SE,Medium Trim,2016,"81,000 km",Diesel,Manual,Hatchback,2.0 litre,120hp,10.5 sec,5,5,White,Ireland,2,180,Feb 2024,---,3 Month,,,,
Nissan QASHQAI 1.5 DCI N-tec ( 181 REG ),"€20,600",Nissan,Qashqai,---,---,2018,"187,895 km",Diesel,Manual,SUV,1.5 litre,---,---,---,5,Red,Other,1,---,---,---,Available,,,,
Mercedes-Benz CLA-Class 200 D Sport Manual ( 172,"€24,800",Mercedes-Benz,CLA-Class,---,---,2017,"191,975 km",Diesel,Manual,Saloon,2.1 litre,---,---,---,4,Grey,Other,1,---,---,---,Available,,,,
Scania G400 8x4,"€41,500",Scania,G-Series,,,2013,---,Diesel,---,Concrete Mixer/Concrete Pump,12.7 litre,,,,,,,,,,,,,400,,
BMW 3 Series E 2.0 Sport Auto Hybird 248 BHP ( 17,"€19,600",BMW,3-Series,---,---,2017,"249,253 km",Hybrid,Automatic,Saloon,2.0 litre,---,---,---,4,Grey,Other,1,---,---,---,Available,---,,,
Mazda CX-5 2.2 D Se-l Luxury NAV 150BHP ( 171 REG,"€17,950",Mazda,CX-5,---,---,2017,"168,445 km",Diesel,Manual,Estate,2.2 litre,---,---,---,5,Silver,Other,1,---,---,---,Available,,,,
Mitsubishi Outlander 2.0 Gx3h Phev S 4WD 200 BHP,"€24,800",Mitsubishi,Outlander,Instyle,Luxury Trim,2017,"128,583 km",Hybrid,Automatic,Estate,2.0 litre,203hp,11.0 sec,5,5,Black,Ireland,1,140,Jun 2024,5/5,Available,12 kWh,,,
Volvo XC90 2.0 D5 AWD Momentum GT Auto 7 Seater 2,"€49,900",Volvo,XC90,Momentum,Base Trim,2018,"172,005 km",Diesel,Automatic,MPV,2.0 litre,235hp,7.8 sec,7,5,Grey,Ireland,1,390,Apr 2024,5/5,Available,,,,
Ford Fiesta 1.5 Tdci 120BHP Titanium ( 182 REG ),"€14,850",Ford,Fiesta,---,---,2018,"160,543 km",Diesel,Manual,Hatchback,1.5 litre,---,---,---,5,Grey,UK,1,---,---,---,Available,,,,
Opel Astra 1.6 Cdti Design Ecoflex 110BHP ( 171 R,"€13,950",Opel,Astra,---,---,2017,"87,453 km",Diesel,Manual,Hatchback,1.6 litre,---,---,---,5,Silver,UK,1,---,---,---,Available,,,,
Volvo V40 2.0 D Momentum 120 BHP ( 181 REG ),"€16,600",Volvo,V40,---,---,2018,"117,672 km",Diesel,Manual,Hatchback,2.0 litre,---,---,---,5,Black,UK,1,---,---,---,3 Month,,,,
"Peugeot Expert, 2012","€8,995",Peugeot,Expert,---,Base Trim,2012,"107,224 mi",Diesel,Manual,MPV,2.0 litre,120hp,14.7 sec,4,5,Blue,Ireland,---,750,Jan 2020,---,,,,,
Renault Megane Coupe 1.4 GT Line TomTom,"€5,750",Renault,Megane,DYNAMIQUE,Sports Trim,2011,"78,195 mi",Petrol,Manual,Coupe,1.4 litre,---,11.4 sec,5,3,Blue,Ireland,3,390,Jan 2023,---,,,,,
2021 /212 BMW 530e G30 LCI M Sport M Performance,"€59,990",BMW,5-Series,---,---,2021,"17,000 mi",Petrol Plug-in Hybrid,Automatic,Saloon,2.0 litre,---,---,5,4,Black,Ireland,---,---,---,---,Available,---,,,---
Ford Custom,"€13,500",Ford,Transit Custom,,,2016,"142,000 km",Diesel,Manual,Van,2.2 litre,,,3,,,,,,,,,,,,
Fiat Ducato 2.2 140BHP LWB H2 Tecnico,"€32,680",Fiat,Ducato,,,2022,0 km,Diesel,Manual,Van,2.2 litre,,,---,,,,,,,,,,,,
Cupra Formentor Formentor Formentor 2.0 TDI 150,No Price,CUPRA,FORMENTOR,---,---,2022,---,Diesel,Manual,SUV,2.0 litre,---,---,---,5,Blue,Ireland,1,---,---,---,,,,,
Opel Vivaro 2016,"€12,500",Opel,Vivaro,,,2016,---,Diesel,Manual,Van,1.6 litre,,,3,,,,,,,,,,,,
HINO REAR CAB SHOCK,€1,700,.,,,2022,---,---,---,---,---,,,,,,,,,,,,,---,,
Bmw 1 series 116D,"€8,950",BMW,1-Series,SE,Medium Trim,2013,"130,000 km",Diesel,Manual,Hatchback,2.0 litre,116hp,10.3 sec,5,3,Blue,Ireland,2,200,Nov 2022,---,,,,,
Volkswagen Tiguan 2.0tdi 150BHP R-line,€1,Volkswagen,Tiguan,R-Line,Luxury Trim,2019,"64,465 km",Diesel,Manual,MPV,2.0 litre,150hp,9.3 sec,5,5,Silver,Ireland,2,270,Jul 2023,---,Available,,,,
Volkswagen Polo 2017,"€11,000",Volkswagen,Polo,Trendline,Base Trim,2017,"79,000 km",Petrol,Manual,Hatchback,1.0 litre,60hp,15.5 sec,5,5,Black,Ireland,2,190,Jul 2023,5/5,,,,,
Nv300,"€15,500",Nissan,NV300,,,2018,"160,000 km",Diesel,Manual,Panel Van,1.6 litre,,,3,,,,,,,,,,,,
MINI Cooper 1.5 D 115BHP 5 Door ( 172 REG ),"€16,400",Mini,Cooper,---,---,2017,"135,790 km",Diesel,Manual,Hatchback,1.5 litre,---,---,---,5,Grey,UK,1,---,---,---,,,,,
Volkswagen Passat 2.0 TDI SE Business 150BHP ( 18,"€21,800",Volkswagen,Passat,---,---,2018,"178,442 km",Diesel,Manual,Saloon,2.0 litre,---,---,---,4,Silver,Other,1,---,---,---,Available,,,,
Toyota Avensis 1.6 D4D Business Edition ( 171 REG,"€15,600",Toyota,Avensis,---,---,2017,"183,722 km",Diesel,Manual,Saloon,1.6 litre,---,---,---,4,White,Other,1,---,---,---,Available,,,,
Mazda 6 2.2 D SE 150BHP ( 171 REG ),"€15,850",Mazda,6,---,---,2017,"166,864 km",Diesel,Manual,Saloon,2.2 litre,---,---,---,4,Red,Other,1,---,---,---,Available,,,,
Volkswagen Passat 1.6 TDI SE Business B/M Estate,"€20,950",Volkswagen,Passat,---,---,2018,"190,724 km",Diesel,Automatic,Estate,1.6 litre,---,---,---,5,Blue,Other,1,---,---,---,Available,,,,
Ford Mondeo 2.0 Tdci Zetec Edition 148BHP Auto (,"€19,900",Ford,Mondeo,---,---,2018,"184,730 km",Diesel,Automatic,Hatchback,2.0 litre,---,---,---,5,Blue,Other,1,---,---,---,Available,,,,
Jaguar XE 2.0 SE D Manual ( 162 REG ),"€18,400",Jaguar,XE,---,---,2016,"204,209 km",Diesel,Manual,Saloon,2.0 litre,---,---,---,4,Grey,Other,1,---,---,---,Available,,,,
Volkswagen Golf 1.6 TDI GT B/M 115 BHP ( 171 REG ),"€18,950",Volkswagen,Golf,---,---,2017,"181,952 km",Diesel,Manual,Hatchback,1.6 litre,---,---,---,5,Grey,Other,1,---,---,---,Available,,,,
BMW 5 Series 530 E M-sport Auto 250BHP ( 182 REG ),"€32,800",BMW,5-Series,---,---,2018,"169,734 km",Hybrid,Automatic,Saloon,2.0 litre,---,---,---,4,Grey,Other,1,---,---,---,Available,---,,,
Kia Ceed 1.6 Crdi 1 ISG 134BHP 5DR ( 181 REG ),"€16,600",KIA,Ceed,---,---,2018,"90,281 km",Diesel,Manual,Hatchback,1.6 litre,---,---,---,5,Gold,Other,1,---,---,---,Available,,,,
Skoda Yeti 2.0 TDI SEL Outdoor Estate 110BHP ( 17,"€17,950",Skoda,Yeti,---,---,2017,"174,996 km",Diesel,Manual,Hatchback,2.0 litre,---,---,---,5,Grey,UK,1,---,---,---,Available,,,,
2014 Kia Rio Petrol,"€8,600",KIA,RIO,L,Base Trim,2014,"64,000 mi",Petrol,Manual,Hatchback,1.2 litre,84hp,13.4 sec,5,5,Black,Ireland,1,200,Oct 2022,5/5,,,,,
Volvo S60 2.0 D4 190 BHP SE NAV ( 171 REG ),"€16,950",Volvo,S60,---,---,2017,"165,707 km",Diesel,Manual,Saloon,2.0 litre,---,---,---,4,Blue,UK,1,---,---,---,Available,,,,
Kia Sportage 1.7 Platinum S DCT,"€26,900",KIA,Sportage,PLATINUM S,Medium Trim,2018,"59,213 km",Diesel,Automatic,SUV,1.7 litre,141hp,11.5 sec,5,5,Grey,Ireland,1,270,Jan 2022,5/5,Available,,,,
Volkswagen Polo  low Mileage  Trendline 1.0 M5F 8,"€18,495",Volkswagen,Polo,Trendline,Base Trim,2020,"27,670 km",Petrol,Manual,Hatchback,1.0 litre,80hp,15.4 sec,5,5,Red,Ireland,1,190,Jan 2024,5/5,12 Month,,,,
SEAT Leon 1.6 TDI SE Dynamics Tech 115BHP ( 181 R,"€18,700",SEAT,Leon,---,---,2018,"143,783 km",Diesel,Manual,Hatchback,1.6 litre,---,---,---,5,Blue,Other,1,---,---,---,Available,,,,
Volkswagen Golf 2.0 TDI SE NAV 150 BHP ( 181 REG ),"€18,950",Volkswagen,Golf,---,---,2018,"169,155 km",Diesel,Manual,Hatchback,2.0 litre,---,---,---,5,Red,Other,1,---,---,---,Available,,,,
BMW 2 Series 216 1.5 D SE 116 BHP ( 171 REG ),"€17,600",BMW,2-Series,---,---,2017,"147,364 km",Diesel,Manual,MPV,1.5 litre,---,---,---,5,Black,Other,1,---,---,---,Available,,,,
MINI Cooper 1.5 D 116 BHP 5 Door ( 171 REG ),"€15,850",Mini,Cooper,---,---,2017,"142,892 km",Diesel,Manual,Hatchback,1.5 litre,---,---,---,5,Black,Other,1,---,---,---,Available,,,,
Volvo V40 2.0 D3 Momentum NAV Plus ( 171 REG ),"€15,950",Volvo,V40,---,---,2017,"176,765 km",Diesel,Manual,Hatchback,2.0 litre,---,---,---,5,Red,Other,1,---,---,---,Available,,,,
Peugeot 3008 1.5 HDI Allure Blue S/S 130BHP ( 191,"€27,600",Peugeot,3008,---,---,2019,"112,457 km",Diesel,Manual,MPV,1.5 litre,---,---,---,5,White,UK,1,---,---,---,Available,,,,
***CAR OF THE WEEK *** SUZUKI VITARA,"€20,995",Suzuki,Vitara,SZ4,Base Trim,2021,"29,500 km",Petrol,Manual,SUV,1.4 litre,129hp,9.5 sec,5,5,White,Ireland,---,200,Jan 2025,---,2 Year,,,,
Skoda Octavia 1.4 2009,"€2,000",Skoda,Octavia,,,2009,"300,000 km",Petrol,Manual,Hatchback,1.4 litre,,,5,5,Grey,Ireland,2,570,Feb 2023,,,,,,
⬛️ NISSAN QASHQAI 1.5 DIESEL 🚨LOW MILEAGE🚨⬛️,"€11,950",Nissan,Qashqai,XE,Base Trim,2015,"108,000 km",Diesel,Manual,Hatchback,1.5 litre,110hp,11.9 sec,5,5,Black,Ireland,2,180,May 2024,5/5,6 Month,,,,
Peugeot 3008 1.6 HDI Blue Allure 120BHP ( 172 REG,"€25,950",Peugeot,3008,---,---,2017,"72,143 km",Diesel,Manual,Hatchback,1.6 litre,---,---,---,5,Black,Other,1,---,---,---,Available,,,,
Opel Insignia 2.0 Cdti Ecoflex Design S/S 120BHP,"€7,400",Opel,Insignia,---,---,2014,"222,050 km",Diesel,Manual,Hatchback,2.0 litre,---,---,---,4,Black,Ireland,2,---,Feb 2024,---,3 Month,,,,
Ford Focus 1.5 Tdci Zetec Edition 120BHP ( 172 RE,"€15,600",Ford,Focus,---,---,2017,"169,383 km",Diesel,Manual,Hatchback,1.5 litre,---,---,---,5,Blue,Other,1,---,---,---,Available,,,,
Renault KADJAR 1.5 DCI Dynamique NAV 110BHP ( 172,"€17,900",Renault,Kadjar,---,---,2017,"171,955 km",Diesel,Manual,Hatchback,1.5 litre,---,---,---,5,White,Other,1,---,---,---,Available,,,,
Volvo V60 2.0 D2 Business Edition Luxury Sportwag,"€15,750",Volvo,V60,---,---,2017,"178,257 km",Diesel,Manual,Estate,2.0 litre,---,---,---,5,Grey,UK,1,---,---,---,Available,,,,
2013 BMW 520D - 2 Year NCT,"€15,000",BMW,5-Series,M SPORT BUSINESS EDITION,Sports Trim,2013,"210,000 km",Diesel,Automatic,Estate,2.0 litre,177hp,8.5 sec,5,5,Grey,Ireland,---,280,Sep 2024,---,,,,,
Volvo V60 2.0 D4 Business Edition Luxury Sportwag,"€19,950",Volvo,V60,---,---,2018,"187,103 km",Diesel,Manual,Estate,2.0 litre,---,---,---,5,Black,UK,1,---,---,---,Available,,,,
Nissan QASHQAI 1.5 DSL SV,"€25,995",Nissan,Qashqai,SV,Medium Trim,2019,"90,578 km",Diesel,Manual,MPV,1.5 litre,110hp,11.9 sec,5,4,Black,Ireland,1,180,Jul 2023,5/5,Available,,,,
Audi A3 1.6 TDI SE Technik 115BHP ( 172 REG ),"€17,700",Audi,A3,---,---,2017,"184,776 km",Diesel,Manual,Hatchback,1.6 litre,---,---,---,5,Blue,Other,1,---,---,---,Available,,,,
Ford Fiesta 1.5 Tdci Titanium T5dr 120 BHP ( 182,"€14,850",Ford,Fiesta,---,---,2018,"171,618 km",Diesel,Manual,Hatchback,1.5 litre,---,---,---,5,Grey,UK,1,---,---,---,Available,,,,
Land Rover Range Rover Evoque 2.0 ED4 SE 2WD 150B,"€29,600",LAND ROVER,Range Rover Evoque,---,---,2017,"165,928 km",Diesel,Manual,Estate,2.0 litre,---,---,---,5,Black,Other,1,---,---,---,Available,,,,
Peugeot 3008 1.6 HDI 120BHP Allure Blue ( 181 REG,"€24,600",Peugeot,3008,---,---,2018,"156,030 km",Diesel,Manual,Hatchback,1.6 litre,---,---,---,5,Black,UK,1,---,---,---,Available,,,,
Audi A3 1.6 TDI SE Technik Ultra ( 161 REG ),"€15,950",Audi,A3,---,---,2016,"176,714 km",Diesel,Manual,Hatchback,1.6 litre,---,---,---,5,White,UK,1,---,---,---,Available,,,,
Honda CR-V 1.6 I-dtec S-nav 120BHP ( 181 REG ),"€22,800",Honda,CR-V,---,---,2018,"130,765 km",Diesel,Manual,Estate,1.6 litre,---,---,---,5,Black,Other,1,---,---,---,Available,,,,
Hyundai Tucson 1.7 Crdi SE NAV Bl/dr 2WD 116BHP (,"€17,950",Hyundai,Tucson,---,---,2016,"171,947 km",Diesel,Manual,Estate,1.7 litre,---,---,---,5,Beige,Other,1,---,---,---,Available,,,,
Ford Focus 1.5 Tdci 120BHP Titanium NAV ( 162 REG,"€14,600",Ford,Focus,---,---,2016,"188,505 km",Diesel,Manual,Hatchback,1.5 litre,---,---,---,5,Grey,UK,1,---,---,---,Available,,,,
Volkswagen Passat 1.6 TDI SE Business B/M 120BHP,"€16,600",Volkswagen,Passat,---,---,2017,"188,885 km",Diesel,Manual,Saloon,1.6 litre,---,---,---,4,Black,UK,1,---,---,---,3 Month,,,,
Audi A5 2.0 TDI 190 BHP S-line Ultra ( 181 REG ),"€33,600",Audi,A5,---,---,2018,"171,784 km",Diesel,Manual,Hatchback,2.0 litre,---,---,---,5,Black,Other,1,---,---,---,Available,,,,
Nissan QASHQAI 1.5 DCI Acenta Premium 115BHP (191,"€22,600",Nissan,Qashqai,---,---,2019,"151,722 km",Diesel,Manual,Hatchback,1.5 litre,---,---,---,5,Red,Other,1,---,---,---,Available,,,,
Audi A4 SE 2011- New NCT,"€8,555",Audi,A4,SE,Medium Trim,2011,"281,681 km",Diesel,Manual,Saloon,2.0 litre,136hp,9.5 sec,5,4,White,Ireland,3,200,Dec 2023,---,,,,,
Skoda Superb 2.0 TDI SE Technology Estate 150BHP,"€19,800",Skoda,Superb,---,---,2018,"178,027 km",Diesel,Manual,Estate,2.0 litre,---,---,---,5,Blue,UK,1,---,---,---,3 Month,,,,
BMW 5 Series 2.0 D M-sport Auto Estate 190BHP ( 1,"€39,950",BMW,5-Series,---,---,2019,"164,798 km",Diesel,Automatic,Estate,2.0 litre,---,---,---,5,Black,UK,1,---,---,---,Available,,,,
Ford Focus 1.0 Ecoboost 100BHP Zetec ( 191 REG ),"€18,700",Ford,Focus,---,---,2019,"111,838 km",Petrol,Manual,Hatchback,1.0 litre,---,---,---,5,Black,UK,1,---,---,---,3 Month,,,,
SEAT Leon 1.6 TDI SE Dynamic Technology 115BHP (,"€17,700",SEAT,Leon,---,---,2018,"159,510 km",Diesel,Manual,Hatchback,1.6 litre,---,---,---,5,Silver,UK,1,---,---,---,Available,,,,
Classic car,"€19,000",Lincoln,Continental,,,1965,"2,000 km",Petrol,Automatic,Saloon,7.0 litre,,,,,,,,,,,,,,,
2015 YAMAHA TT-R LOOK.TINY USE,"€1,999",YAMAHA,TT,,,2015,---,,,,---,,,,,,,,,,,,,,,
Volkswagen Polo Polo 1.0 65bhp Trendline With Tec,"€15,995",Volkswagen,Polo,Trendline,Base Trim,2018,"47,703 km",Petrol,Manual,Hatchback,1.0 litre,65hp,16.1 sec,5,5,White,Ireland,2,190,Apr 2024,---,Available,,,,
Hyundai i30 1.6 Crdi I30 110BHP Classic ( 182 REG,"€13,800",Hyundai,i30,Classic,Base Trim,2018,"199,170 km",Diesel,Manual,Hatchback,1.6 litre,110hp,11.0 sec,5,5,Black,Ireland,1,180,Aug 2024,5/5,Available,,,,
Audi A4 2.0 TDI 143 Multi 4DR Auto,"€8,600",Audi,A4,---,Base Trim,2011,"229,759 km",Diesel,Automatic,Saloon,2.0 litre,143hp,9.4 sec,5,4,Silver,Ireland,6,390,Aug 2023,---,,,,,
Bmw 325ci,"€5,950",BMW,3-Series,,,2004,"90,000 mi",Petrol,Automatic,Coupe,2.5 litre,,,5,2,Silver,Ireland,4,1080,Jan 2022,,,,,,
Peugeot 508  1.5 HDI 120BHP Allure Blue S/S Auto,"€17,800",Peugeot,508,---,---,2018,"140,045 km",Diesel,Automatic,Saloon,1.6 litre,---,---,---,4,Grey,UK,1,---,---,---,Available,,,,
Ssangyong Korando L Multi Purpose Vehicle,"€8,945",SsangYong,Korando,S,Base Trim,2013,"124,127 km",Diesel,Manual,MPV,2.0 litre,149hp,9.9 sec,5,4,White,Ireland,2,390,Sep 2023,---,,,,,
BMW X3 X3 Xdrive20d SE,"€44,995",BMW,X3,xLine,Luxury Trim,2018,"59,955 km",Diesel,Automatic,SUV,2.0 litre,190hp,8.0 sec,5,5,Silver,Ireland,---,280,---,5/5,2 Year,,,,
Nissan quasquai 1.5 dci nct past low milage,"€3,250",Nissan,Qashqai,,,2009,"20,000 km",Diesel,Manual,Hatchback,1.5 litre,,,---,5,Red,Ireland,---,280,Feb 2023,,,,,,
Audi A6 Quattro S/Line 190bhp TDI Auto Low Kms,"€28,750",Audi,A6,SE,Base Trim,2016,"58,000 mi",Diesel,Automatic,Saloon,2.0 litre,190hp,7.7 sec,5,4,Blue,Ireland,1,270,Jul 2024,5/5,,,,,
2021 Volkswagen Tiguan  ALLSPACE R-LINE Exterior 2,"€46,950",Volkswagen,Tiguan Allspace,R-Line,Luxury Trim,2021,"28,000 mi",Diesel,Manual,SUV,2.0 litre,150hp,9.4 sec,7,5,Black,Ireland,---,420,Jan 2025,5/5,3 Month,,,,
"Mini Cooper, 2014","€14,950",Mini,Cooper,---,---,2014,"115,940 km",Petrol,Automatic,Hatchback,2.0 litre,---,---,4,3,White,Ireland,1,270,Feb 2023,---,,,,,
Peugeot Boxer L2 H2 Wheelchair Accessible.,€1,Peugeot,Boxer,---,---,2016,"7,040 mi",Diesel,Manual,Wheelchair Accessible,2.0 litre,---,---,---,---,Black,UK,1,---,---,---,Available,,,,
Mark 6 Golf,"€6,500",Volkswagen,Golf,BLUEMOTION,Base Trim,2011,"298,000 km",Diesel,Manual,Hatchback,1.6 litre,105hp,11.3 sec,5,5,Black,Ireland,1,190,Jun 2023,---,,,,,
Opel GRANDLAND X SC (price Incl E2000 Scrappage),No Price,Opel,Grandland X,SC,Base Trim,2021,"54,961 km",Diesel,Manual,MPV,1.5 litre,130hp,10.9 sec,5,4,White,Ireland,1,200,Jun 2025,5/5,Available,,,,
Volkswagen T-Roc 1.6 TDI 115bhp,"€23,950",Volkswagen,T-Roc,T-Roc,Base Trim,2018,"76,500 km",Diesel,Manual,SUV,1.6 litre,115hp,10.9 sec,5,5,Blue,Ireland,1,200,Jul 2024,5/5,Available,,,,
Cupra Formentor Formentor Formentor 1.5 TSI 150,No Price,CUPRA,FORMENTOR,---,---,2022,---,Petrol,Manual,Estate,1.5 litre,---,---,---,5,Grey,Ireland,1,---,---,---,,,,,
2021 Mercedes Benz Sprinter 316/43 Dropside Truck,"€34,000",Mercedes-Benz,Sprinter,,,2021,"87,000 km",Diesel,---,Drop-Side Lorry,2.1 litre,,,---,,,,,,,,,,,,
Dacia Duster TCe 100 Comfort,"€22,495",Dacia,Duster,Comfort,Medium Trim,2020,"12,079 km",Petrol,Manual,SUV,1.0 litre,100hp,12.5 sec,5,5,Grey,Ireland,1,200,Jul 2024,3/5,Available,,,,
"2014 Toyota Hilux D/Cab, NI REG","£12,950",Toyota,Hilux,,,2014,"96,000 mi",Diesel,Manual,Double Cab Pickup,2.5 litre,,,5,,,,,,,,,,,,
Yamaha Tricity 125,"€2,695",YAMAHA,Tricity 125,,,2015,"11,373 km",,,,125 cc,,,,,,,,,,,,,,,
Renault fluence 2011,"€2,600",Renault,Fluence,TOMTOM ED,Medium Trim,2011,"270,000 km",Diesel,Manual,Saloon,1.5 litre,110hp,11.0 sec,5,4,Gold,Ireland,4,200,May 2022,---,,,,,
Bmw 420d 2017,"€22,800",BMW,4-Series,SE,Base Trim,2017,"93,000 mi",Diesel,Manual,Coupe,2.0 litre,190hp,7.3 sec,4,2,Black,Ireland,3,200,Apr 2023,---,,,,,
Nissan QASHQAI 1.2 PET SV,"€23,495",Nissan,Qashqai,SV,Medium Trim,2018,"36,624 km",Petrol,Manual,Crossover,1.2 litre,115hp,10.9 sec,5,5,Grey,Ireland,2,270,Mar 2024,5/5,Available,,,,
2007 Bmw 520,"€3,550",BMW,5-Series,,,2007,"2,704,590 km",Diesel,Automatic,Saloon,2.0 litre,,,5,4,Black,Ireland,7,710,Feb 2023,,,,,,
Ford Ranger,"€17,500",Ford,Ranger,,,2014,"77,300 mi",Diesel,Automatic,Crew Cab,2.2 litre,,,5,,,,,,,,,,,,
Toyota Yaris 2008New Nct,"€3,700",Toyota,Yaris,,,2008,---,Petrol,Manual,Hatchback,1.0 litre,,,5,5,Silver,Ireland,---,270,May 2023,,,,,,
Toyota Celica 2005,"£1,800",Toyota,Celica,,,2005,"125,000 km",Petrol,Manual,Coupe,1.8 litre,,,4,3,Silver,Northern Ireland,9,---,---,,,,,,
Ford Focus 2008,"€1,850",Ford,Focus,,,2008,"197,752 mi",Diesel,Unknown,Hatchback,1.6 litre,,,5,---,Blue,Ireland,6,200,Nov 2022,,,,,,
MERCEDES E300de HYBRID AMG-LINE 306BHP // FACELIFT,"€65,950",Mercedes-Benz,E-Class,---,---,2021,"18,533 mi",Diesel Hybrid,Automatic,Saloon,2.0 litre,---,---,5,4,Black,Ireland,1,170,---,---,12 Month,---,,,
